context,responses,annotated_strategy,usefulness,fluency,style,emotion,emotion_adequate,strategy_adequate,role_consistency
"<sp1> But there are only two more days until the bidding closes! <sp2> I bid on a Chanel watch at the last minute, And got it sixty percent off! <sp1> Oh... I'm such a newbie. But at least I'm sure I'll get that tennis racket.",That racket is the best racket in the game. You'll have to take it.,<I>That racket is the best racket in the game.</I><D> You'll have to take it.</D>,3,3,1,"['', 'neutral']",3,3,1
<sp1> When was this break-in? <sp2> I believe it happened last night. <sp1> Where was the break-in?,The break-in took place on the second floor.,<I>The break-in took place on the second floor.</I>,3,3,1,['neutral'],3,3,1
<sp1> When was this break-in? <sp2> I believe it happened last night. <sp1> Where was the break-in?,It was at the Wendy's on Grant Avenue.,<I>It was at the Wendy's on Grant Avenue.</I>,3,3,1,['neutral'],3,3,1
<sp1> When was this break-in? <sp2> I believe it happened last night. <sp1> Where was the break-in?,It happened on the third floor.,<I>It happened on the third floor.</I>,3,3,1,['neutral'],3,3,1
<sp1> When was this break-in? <sp2> I believe it happened last night. <sp1> Where was the break-in?,At a bar. I think that this bar is a little bit haunted.,<I>At a bar. I think that this bar is a little bit haunted.</I>,3,3,1,['neutral'],3,3,1
<sp1> When was this break-in? <sp2> I believe it happened last night. <sp1> Where was the break-in?,It happened at my house.,<I>It happened at my house.</I>,3,3,1,['neutral'],3,3,1
"<sp1> Excuse me. How much is the chocolate bar? <sp2> One dollar. <sp1> So, I can have five for five dollars?","Yes, you can have five chocolate bars for five dollars.","<I>Yes, you can have five chocolate bars for five dollars.</I>",3,3,1,['neutral'],3,3,1
"<sp1> Excuse me. How much is the chocolate bar? <sp2> One dollar. <sp1> So, I can have five for five dollars?","Yes, That's right.","<I>Yes, That's right.</I>",3,3,1,['neutral'],3,3,1
"<sp1> Excuse me. How much is the chocolate bar? <sp2> One dollar. <sp1> So, I can have five for five dollars?","Actually, You can only have four.","<I>Actually, You can only have four.</I>",3,2,1,['neutral'],3,3,1
"<sp1> Excuse me. How much is the chocolate bar? <sp2> One dollar. <sp1> So, I can have five for five dollars?","Sure, you can have five chocolate bars for five dollars.","<I>Sure, you can have five chocolate bars for five dollars.</I>",3,3,1,['neutral'],3,3,1
<sp1> What about a draft at 120 days sight? <sp2> All right. But we demand the draft be accepted by a bank acceptable to us. <sp1> A bank's acceptance will add to the costs of our imports. You can rest assured that we will accept the draft and honour it when it comes due.,We will appoint a bank's guarantor.,<C>We will appoint a bank's guarantor.</C>,3,3,1,['neutral'],3,3,1
<sp1> What about a draft at 120 days sight? <sp2> All right. But we demand the draft be accepted by a bank acceptable to us. <sp1> A bank's acceptance will add to the costs of our imports. You can rest assured that we will accept the draft and honour it when it comes due.,All right. We will make a decision by the draft board. We will notify the bank.,<I>All right.</I><C> We will make a decision by the draft board. We will notify the bank.</C>,3,2,1,['neutral'],3,3,1
<sp1> What about a draft at 120 days sight? <sp2> All right. But we demand the draft be accepted by a bank acceptable to us. <sp1> A bank's acceptance will add to the costs of our imports. You can rest assured that we will accept the draft and honour it when it comes due.,That sounds fine to me. I trust you will honor the draft when it comes due.,<C>That sounds fine to me.</C><D> I trust you will honor the draft when it comes due.</D>,3,2,1,['neutral'],3,3,1
<sp1> What about a draft at 120 days sight? <sp2> All right. But we demand the draft be accepted by a bank acceptable to us. <sp1> A bank's acceptance will add to the costs of our imports. You can rest assured that we will accept the draft and honour it when it comes due.,"I understand your concerns, but I would like to emphasize that the draft must be accepted by a bank that we both agree upon. We must ensure a seamless transaction and a trustworthy financial institution to handle the exchange. A bank's acceptance is crucial to guaranteeing the efficiency of our imports. If you are confident in accepting the draft and honoring it when due, we can proceed accordingly.","<C>I understand your concerns,</C><I> but I would like to emphasize that the draft must be accepted by a bank that we both agree upon. We must ensure a seamless transaction and a trustworthy financial institution to handle the exchange. A bank's acceptance is crucial to guaranteeing the efficiency of our imports.</I><C> If you are confident in accepting the draft and honoring it when due, we can proceed accordingly.</C>",2,3,1,['neutral'],3,3,1
<sp1> How? <sp2> There were a number of reasons. <sp1> What were they?,"First, They were about my daughter's exams.","<I>First, They were about my daughter's exams.</I>",3,2,1,['neutral'],3,3,1
<sp1> How? <sp2> There were a number of reasons. <sp1> What were they?,"Okay, the main reasons were...","<I>Okay, the main reasons were...</I>",1,3,1,['neutral'],3,2,1
<sp1> How? <sp2> There were a number of reasons. <sp1> What were they?,The number one reason was the weather report.,<I>The number one reason was the weather report.</I>,3,3,1,['neutral'],3,3,1
<sp1> How? <sp2> There were a number of reasons. <sp1> What were they?,"Basically, You just can't drive.","<I>Basically, You just can't drive.</I>",3,2,1,['neutral'],3,3,1
<sp1> I parked in the red zone. <sp2> Why did you do that? <sp1> I needed to get something really quick.,It's not a big deal.,<I>It's not a big deal.</I>,2,2,1,['neutral'],3,2,1
<sp1> I parked in the red zone. <sp2> Why did you do that? <sp1> I needed to get something really quick.,Parking in the red zone was not the right decision in this situation. The appropriate action would have been to find a legal parking spot or find an alternative method to quickly retrieve the item you needed. Remember to always follow parking regulations to avoid any potential fines or issues in the future.,<I>Parking in the red zone was not the right decision in this situation. The appropriate action would have been to find a legal parking spot or find an alternative method to quickly retrieve the item you needed. Remember to always follow parking regulations to avoid any potential fines or issues in the future.</I>,3,3,1,[],3,3,1
<sp1> I parked in the red zone. <sp2> Why did you do that? <sp1> I needed to get something really quick.,"Well , it's still not allowed even if you needed it quickly. You shouldn't have parked there.","<I>Well , it's still not allowed even if you needed it quickly. You shouldn't have parked there.</I>",3,3,1,['anger'],3,3,1
"<sp1> Let's take a look at the menu so we can order. Do you want to choose an appetizer for us to share? <sp2> What would you rather have, Samosas or poppadoms? <sp1> I heard that one of their specialities is the samosa.","Well, You can choose the samosas that are tastier. They are also made with rice flour, Which is the same kind of flour that you find in many Asian food.","<D>Well, You can choose the samosas that are tastier.</D><I> They are also made with rice flour, Which is the same kind of flour that you find in many Asian food.</I>",2,3,1,['neutral'],3,2,1
"<sp1> Let's take a look at the menu so we can order. Do you want to choose an appetizer for us to share? <sp2> What would you rather have, Samosas or poppadoms? <sp1> I heard that one of their specialities is the samosa.","""Sure, let's go for the samosas. I heard they're really delicious.""","<C>""Sure, let's go for the samosas.</C><I> I heard they're really delicious.""</I>",3,2,1,['neutral'],3,3,1
"<sp1> Let's take a look at the menu so we can order. Do you want to choose an appetizer for us to share? <sp2> What would you rather have, Samosas or poppadoms? <sp1> I heard that one of their specialities is the samosa.","Well, Let's get a plate of those then.","<C>Well, Let's get a plate of those then.</C>",3,2,1,['neutral'],3,3,1
"<sp1> Let's take a look at the menu so we can order. Do you want to choose an appetizer for us to share? <sp2> What would you rather have, Samosas or poppadoms? <sp1> I heard that one of their specialities is the samosa.",I'd like to try the poppadoms.,<D>I'd like to try the poppadoms.</D>,3,3,1,['neutral'],3,3,1
"<sp1> Let's take a look at the menu so we can order. Do you want to choose an appetizer for us to share? <sp2> What would you rather have, Samosas or poppadoms? <sp1> I heard that one of their specialities is the samosa.",Ok. I'll take the samosa.,<I>Ok. I'll take the samosa.</I>,3,3,1,['neutral'],3,3,1
"<sp1> Excuse me, Could you tell me which line I'm supposed to stand in to buy bubble wrap and to post a package? <sp2> You can buy the bubble wrap here, But you'll have to stand in line over here to post your passage. <sp1> That's a really long line. How long do you think it'll take to get through all those people?",About 15 minutes.,<I>About 15 minutes.</I> ,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Excuse me, Could you tell me which line I'm supposed to stand in to buy bubble wrap and to post a package? <sp2> You can buy the bubble wrap here, But you'll have to stand in line over here to post your passage. <sp1> That's a really long line. How long do you think it'll take to get through all those people?",I'm not sure. But I'm sure it won't take long.,<I>I'm not sure.</I> <I> But I'm sure it won't take long.</I> ,[3],[2],[1],['neutral'],[3],[3],[1]
"<sp1> Excuse me, Could you tell me which line I'm supposed to stand in to buy bubble wrap and to post a package? <sp2> You can buy the bubble wrap here, But you'll have to stand in line over here to post your passage. <sp1> That's a really long line. How long do you think it'll take to get through all those people?","It takes about 3 minutes per person, So it'll probably be about an hour's wait.","<I>It takes about 3 minutes per person, So it'll probably be about an hour's wait.</I> ",[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Excuse me, Could you tell me which line I'm supposed to stand in to buy bubble wrap and to post a package? <sp2> You can buy the bubble wrap here, But you'll have to stand in line over here to post your passage. <sp1> That's a really long line. How long do you think it'll take to get through all those people?","The line to post a package might take around 15-20 minutes, depending on how many people are in front of you, but it can vary.","<I>The line to post a package might take around 15-20 minutes, depending on how many people are in front of you, but it can vary.</I> ",[3],[2],[1],['neutral'],[3],[3],[1]
"<sp1> Excuse me, Could you tell me which line I'm supposed to stand in to buy bubble wrap and to post a package? <sp2> You can buy the bubble wrap here, But you'll have to stand in line over here to post your passage. <sp1> That's a really long line. How long do you think it'll take to get through all those people?",It'll probably take about 20 minutes.,<I>It'll probably take about 20 minutes.</I> ,[3],[3],[1],['neutral'],[2],[3],[1]
"<sp1> Hi, This is Kalina from your morning literature class. <sp2> Yes, What can I do for you? <sp1> I had a skydiving accident over the weekend and won't be able to come to school today.","Oh, I'm sorry to hear about your accident. I hope you feel better soon. Is there anything I can do for you, or anything you need to know in regards to today's class or our assignment?","<I>Oh, I'm sorry to hear about your accident.</I> <I> I hope you feel better soon.</I> <Q> Is there anything I can do for you, or anything you need to know in regards to today's class or our assignment?</Q> ",[3],[3],[1],['sadness'],[2],[3],[1]
"<sp1> Hi, This is Kalina from your morning literature class. <sp2> Yes, What can I do for you? <sp1> I had a skydiving accident over the weekend and won't be able to come to school today.","Oh no! I'm really sorry to hear that. I hope you're feeling better soon. In the meantime, I'll let your other classmates know about your situation and help you catch up on any work you might have missed. If there's anything else I can do, please don't hesitate to let me know.","Oh no!<I> I'm really sorry to hear that.</I> <I> I hope you're feeling better soon.</I>  In the meantime, I'll let your other classmates know about your situation and help you catch up on any work you might have missed.<I> If there's anything else I can do, please don't hesitate to let me know.</I> ",[2],[2],[1],[],[2],[2],[1]
"<sp1> Hi, This is Kalina from your morning literature class. <sp2> Yes, What can I do for you? <sp1> I had a skydiving accident over the weekend and won't be able to come to school today.",My goodness! Are you OK?,<I>My goodness!</I> <Q> Are you OK?</Q> ,[3],[3],[1],['surprise'],[2],[3],[1]
"<sp1> Your throat is inflamed. And your tongue is heavily coated. You have all the symptoms of influenza. <sp2> What am I supposed to do then? <sp1> A good rest is all you need, And drink more water. I'll write you a prescription.",Thanks doctor. I'm going to have to stay in bed and take it easy for a few days.,<C>Thanks doctor. I'm going to have to stay in bed and take it easy for a few days.</C>,[3],[3],[1],['sadness'],[3],[3],[1]
"<sp1> Your throat is inflamed. And your tongue is heavily coated. You have all the symptoms of influenza. <sp2> What am I supposed to do then? <sp1> A good rest is all you need, And drink more water. I'll write you a prescription.",Alright. I'll take it easy and follow your advice.,<C>Alright.I'll take it easy and follow your advice.</C> ,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Your throat is inflamed. And your tongue is heavily coated. You have all the symptoms of influenza. <sp2> What am I supposed to do then? <sp1> A good rest is all you need, And drink more water. I'll write you a prescription.",What is the prescription for?,<Q>What is the prescription for?</Q> ,[3],[3],[1],['surprise'],[3],[3],[1]
"<sp1> Your throat is inflamed. And your tongue is heavily coated. You have all the symptoms of influenza. <sp2> What am I supposed to do then? <sp1> A good rest is all you need, And drink more water. I'll write you a prescription.","Thank you, Doctor.","<I>Thank you, Doctor.</I> ",[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Damn it! I'm injured here. We could wait all day for the police. <sp2> Well, You'll just have to wait. I'm not going to move my car until the police arrive. I'll go into one of those houses over there and use their phone. Don't worry. You'll get to the hospital in time. <sp1> It really hurts.",Don't worry. We can take you to the hospital in time. I'll get you to the hospital in time.,<D>Don't worry.</D> <I> We can take you to the hospital in time.</I> <C> I'll get you to the hospital in time.</C> ,[3],[3],[1],['fear'],[3],[3],[1]
"<sp1> Damn it! I'm injured here. We could wait all day for the police. <sp2> Well, You'll just have to wait. I'm not going to move my car until the police arrive. I'll go into one of those houses over there and use their phone. Don't worry. You'll get to the hospital in time. <sp1> It really hurts.","Relax, take deep breaths, and focus on a distracting thought, like a movie you watched recently. I'll be right back after calling the police. We will get you to the hospital soon.","<D>Relax, take deep breaths, and focus on a distracting thought, like a movie you watched recently.</D> <C> I'll be right back after calling the police.  We will get you to the hospital soon.</C>",[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Damn it! I'm injured here. We could wait all day for the police. <sp2> Well, You'll just have to wait. I'm not going to move my car until the police arrive. I'll go into one of those houses over there and use their phone. Don't worry. You'll get to the hospital in time. <sp1> It really hurts.",I'm so sorry.,<I>I'm so sorry.</I> ,[2],[3],[1],['sadness'],[3],[3],[1]
"<sp1> Damn it! I'm injured here. We could wait all day for the police. <sp2> Well, You'll just have to wait. I'm not going to move my car until the police arrive. I'll go into one of those houses over there and use their phone. Don't worry. You'll get to the hospital in time. <sp1> It really hurts.","Don't worry, I'm going to call the police and make sure they send an ambulance to get you to the hospital as soon as possible. In the meantime, try to stay calm and make yourself as comfortable as you can.","<D>Don't worry, </D><C>I'm going to call the police and make sure they send an ambulance to get you to the hospital as soon as possible.</C> <D> In the meantime, try to stay calm and make yourself as comfortable as you can.</D> ",[3],[3],[1],['neutral'],[2],[3],[1]
"<sp1> Damn it! I'm injured here. We could wait all day for the police. <sp2> Well, You'll just have to wait. I'm not going to move my car until the police arrive. I'll go into one of those houses over there and use their phone. Don't worry. You'll get to the hospital in time. <sp1> It really hurts.","Okay, I will go and call an ambulance for you then.","<I>Okay,</I><C> I will go and call an ambulance for you then.</C>",[2],[3],[1],['neutral'],[2],[2],[1]
"<sp1> Well, Let me check for you. I am sorry, Sir. They mistook your order as a normal one. Actualty it's an express laundry, Is that right? <sp2> Yes, I ordered the express service. <sp1> Sir, We are terribly sorry for that. We will refund the charge and send your laundry to your room 3 hours later. Is that all right?",Thank you very much.,<I>Thank you very much.</I> ,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Well, Let me check for you. I am sorry, Sir. They mistook your order as a normal one. Actualty it's an express laundry, Is that right? <sp2> Yes, I ordered the express service. <sp1> Sir, We are terribly sorry for that. We will refund the charge and send your laundry to your room 3 hours later. Is that all right?","Yes, That's all right.","<I>Yes, That's all right.</I> ",[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Well, Let me check for you. I am sorry, Sir. They mistook your order as a normal one. Actualty it's an express laundry, Is that right? <sp2> Yes, I ordered the express service. <sp1> Sir, We are terribly sorry for that. We will refund the charge and send your laundry to your room 3 hours later. Is that all right?",That's fine.,That's fine.,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Well, Let me check for you. I am sorry, Sir. They mistook your order as a normal one. Actualty it's an express laundry, Is that right? <sp2> Yes, I ordered the express service. <sp1> Sir, We are terribly sorry for that. We will refund the charge and send your laundry to your room 3 hours later. Is that all right?","Yes, That's all right. Thank you very much.","<I>Yes, That's all right.</I> <I> Thank you very much.</I> ",[3],[3],[1],['neutral'],[2],[3],[1]
"<sp1> Well, Let me check for you. I am sorry, Sir. They mistook your order as a normal one. Actualty it's an express laundry, Is that right? <sp2> Yes, I ordered the express service. <sp1> Sir, We are terribly sorry for that. We will refund the charge and send your laundry to your room 3 hours later. Is that all right?",That's all right. Thank you very much.,<I>That's all right. Thank you very much.</I> ,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> My mother-in-law just went into the hospital in L. A. Hank and I will be flying there tonight. <sp2> I'm sorry to hear it. What's wrong with her? <sp1> Doctors aren't sure yet. But the real problem is Suzy. She has a bad cold, And we don't want to take her with us. But we don't know who can stay with her.",I can stay with Suzy .,<C>I can stay with Suzy .</C> ,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> My mother-in-law just went into the hospital in L. A. Hank and I will be flying there tonight. <sp2> I'm sorry to hear it. What's wrong with her? <sp1> Doctors aren't sure yet. But the real problem is Suzy. She has a bad cold, And we don't want to take her with us. But we don't know who can stay with her.",You need a babysitter.,<I>You need a babysitter.</I> ,[2],[3],[1],['neutral'],[3],[3],[1]
"<sp1> My mother-in-law just went into the hospital in L. A. Hank and I will be flying there tonight. <sp2> I'm sorry to hear it. What's wrong with her? <sp1> Doctors aren't sure yet. But the real problem is Suzy. She has a bad cold, And we don't want to take her with us. But we don't know who can stay with her.",I can promise you she will stay with us tonight.,<C>I can promise you she will stay with us tonight.<:C>,[3],[2],[1],['neutral'],[3],[3],[1]
"<sp1> My mother-in-law just went into the hospital in L. A. Hank and I will be flying there tonight. <sp2> I'm sorry to hear it. What's wrong with her? <sp1> Doctors aren't sure yet. But the real problem is Suzy. She has a bad cold, And we don't want to take her with us. But we don't know who can stay with her.",I'm sorry to hear about Suzy's cold. Do you think you could ask someone from the family or close friends to help out? It might be best not to take her on the trip if she's not feeling well.,<I>I'm sorry to hear about Suzy's cold.</I> <Q> Do you think you could ask someone from the family or close friends to help out?</Q> <I> It might be best not to take her on the trip if she's not feeling well.</I>,[3],[3],[1],['sadness'],[3],[3],[1]
"<sp1> How do you stick to only those foods? <sp2> Actually, Fruits and veggies are really good for you. <sp1> Yeah, I know, But what about the chicken?","What about the chicken? It's not the only option. There are a lot of other healthy protein sources such as fish, lean meat, and plant-based protein. By focusing on fruits and veggies, you're getting a balanced diet with all the essential nutrients you need.","<Q>What about the chicken?</Q> <I> It's not the only option.</I> <I> There are a lot of other healthy protein sources such as fish, lean meat, and plant-based protein.</I> <I> By focusing on fruits and veggies, you're getting a balanced diet with all the essential nutrients you need.</I> ",[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> How do you stick to only those foods? <sp2> Actually, Fruits and veggies are really good for you. <sp1> Yeah, I know, But what about the chicken?",I don't like chicken.,<I>I don't like chicken.</I> ,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> How do you stick to only those foods? <sp2> Actually, Fruits and veggies are really good for you. <sp1> Yeah, I know, But what about the chicken?","Well, I do occasionally have chicken, but I make sure to prepare it in a healthy way by grilling, baking or roasting it instead of frying it. Plus, I focus on consuming high-quality, organic chicken with no added hormones or antibiotics. It's also important to balance my protein intake with other nutrient-rich sources like legumes, nuts, and seeds.","<I>Well, I do occasionally have chicken, but I make sure to prepare it in a healthy way by grilling, baking or roasting it instead of frying it.</I> <I> Plus, I focus on consuming high-quality, organic chicken with no added hormones or antibiotics.</I> <I> It's also important to balance my protein intake with other nutrient-rich sources like legumes, nuts, and seeds.</I> ",[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> How do you stick to only those foods? <sp2> Actually, Fruits and veggies are really good for you. <sp1> Yeah, I know, But what about the chicken?","Yeah, It's a good source of protein and iron, But it also contains a lot of saturated fat.","<I>Yeah, It's a good source of protein and iron, But it also contains a lot of saturated fat.</I> ",[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> How do you stick to only those foods? <sp2> Actually, Fruits and veggies are really good for you. <sp1> Yeah, I know, But what about the chicken?","I used to make that once a week, But I'm not really fond of chicken anymore.","<I>I used to make that once a week, But I'm not really fond of chicken anymore.</I> ",[2],[2],[1],['neutral'],[3],[3],[1]
"<sp1> How do you stick to only those foods? <sp2> Actually, Fruits and veggies are really good for you. <sp1> Yeah, I know, But what about the chicken?","I mainly eat baked chicken, Because there's not a lot of fat.","<I>I mainly eat baked chicken, Because there's not a lot of fat.</I> ",[3],[2],[1],['neutral'],[3],[3],[1]
<sp1> I really need to start eating healthier. <sp2> I have to start eating better too. <sp1> What kind of food do you usually eat?,"Well, I really need to reduce my intake of processed foods, sugary treats, and deep-fried meals. I plan on incorporating more fruits, vegetables, and lean proteins into my diet instead.","<I>Well, I really need to reduce my intake of processed foods, sugary treats, and deep-fried meals.</I> <C> I plan on incorporating more fruits, vegetables, and lean proteins into my diet instead.</C> ",[3],[3],[1],['neutral'],[3],[3],[1]
<sp1> I really need to start eating healthier. <sp2> I have to start eating better too. <sp1> What kind of food do you usually eat?,I usually eat a little spicy food and some meat.,<I>I usually eat a little spicy food and some meat.</I> ,[3],[2],[1],['neutral'],[3],[3],[1]
<sp1> I really need to start eating healthier. <sp2> I have to start eating better too. <sp1> What kind of food do you usually eat?,I usually eat chicken and potatoes.,<I>I usually eat chicken and potatoes.</I>,[3],[3],[1],['neutral'],[3],[3],[1]
<sp1> I really need to start eating healthier. <sp2> I have to start eating better too. <sp1> What kind of food do you usually eat?,"Well, I try to eat lots of fruits, vegetables, and lean protein, and I stay away from processed foods and fast food. I also make sure to stay hydrated by drinking plenty of water.","<I>Well, I try to eat lots of fruits, vegetables, and lean protein, and I stay away from processed foods and fast food.</I> <I> I also make sure to stay hydrated by drinking plenty of water.</I> ",[2],[3],[1],['neutral'],[3],[3],[1]
<sp1> I really need to start eating healthier. <sp2> I have to start eating better too. <sp1> What kind of food do you usually eat?,I usually have a mixed diet.,<I>I usually have a mixed diet.</I>,[1],[3],[1],['neutral'],[3],[3],[1]
<sp1> What problem are you having? <sp2> There have been charges made on my debit card that I didn't make. <sp1> Do you have the statement for your card?,"Yes, I have the statement.","<I>Yes, I have the statement.</I> ",[3],[3],[1],['neutral'],[3],[3],[1]
<sp1> What problem are you having? <sp2> There have been charges made on my debit card that I didn't make. <sp1> Do you have the statement for your card?,"I don't have it right now, But I will check.","<I>I don't have it right now,</I> <C>But I will check.</C> ",[3],[3],[1],['neutral'],[3],[3],[1]
<sp1> What problem are you having? <sp2> There have been charges made on my debit card that I didn't make. <sp1> Do you have the statement for your card?,"Yes, Here you go.","<I>Yes, Here you go.</I> ",[3],[3],[1],['neutral'],[3],[3],[1]
<sp1> What problem are you having? <sp2> There have been charges made on my debit card that I didn't make. <sp1> Do you have the statement for your card?,"Yes, I have the statement for my card. Would you like me to send it to you?","<I>Yes, I have the statement for my card.</I> <D> Would you like me to send it to you?</D> ",[2],[2],[1],[],[2],[2],[1]
<sp1> What problem are you having? <sp2> There have been charges made on my debit card that I didn't make. <sp1> Do you have the statement for your card?,"Yes, I have it.","<C>Yes, I have it.</C> ",[2],[2],[1],[],[2],[2],[1]
"<sp1> Yes, Can you put it in a plastic bag? <sp2> Sure, No problem. Here you are. That'll be 25 dollars. <sp1> Do you take credit cards?",No. We only accept cash.,<I>No.</I> <I> We only accept cash.</I> ,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Yes, Can you put it in a plastic bag? <sp2> Sure, No problem. Here you are. That'll be 25 dollars. <sp1> Do you take credit cards?","I'm sorry, But we only accept cash.","<I>I'm sorry, But we only accept cash.</I> ",[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Yes, Can you put it in a plastic bag? <sp2> Sure, No problem. Here you are. That'll be 25 dollars. <sp1> Do you take credit cards?","Yes, we take credit cards. However, there will be a 3% surcharge on credit card payments.","<I>Yes, we take credit cards.</I> <I> However, there will be a 3% surcharge on credit card payments.</I> ",[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Yes, Can you put it in a plastic bag? <sp2> Sure, No problem. Here you are. That'll be 25 dollars. <sp1> Do you take credit cards?","Sure, we accept credit cards. You can use any major credit card to pay for your purchase.","<I>Sure, we accept credit cards.</I> <D> You can use any major credit card to pay for your purchase.</D> ",[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Well, It depends on the price, Of course. What is it? <sp2> It's $ 308 a night. <sp1> I have no problem with that.",How many nights do you need the room for?,<Q>How many nights do you need the room for?</Q> ,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Well, It depends on the price, Of course. What is it? <sp2> It's $ 308 a night. <sp1> I have no problem with that.",Great! Would you prefer smoking or nonsmoking?,<I>Great!</I><Q> Would you prefer smoking or nonsmoking?</Q> ,[3],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Well, It depends on the price, Of course. What is it? <sp2> It's $ 308 a night. <sp1> I have no problem with that.",But I've got to see a credit report first.,<D>But I've got to see a credit report first.</D> ,[1],[3],[1],['neutral'],[3],[3],[1]
"<sp1> Today I want to invite you to talk about insurance you're interested in. <sp2> Thank you. I wonder whether I can enjoy the life insurance and health insurance. <sp1> Of course. A two-week paid vacation a year, A five-day workweek.",What kind of compensation do you have?,<Q>What kind of compensation do you have?</Q> ,[3],[3],[1],['neutral'],[3],[3],[1]
